auction_date_long,auction_desc,auction_house,auction_location,auction_name,chassis_number,image,link,link_v2,lot_description,price_eur_number,price_eur_string,price_gbp_number,price_gbp_string,price_usd_number,price_usd_string,reg_number,url,year,sourceUrl,status
30th Jun 2017,Bonhams • The Goodwood Festival of Speed Sale,Bonhams,United Kingdom,The Goodwood Festival of Speed Sale,ZFFGJ34B000078036,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/QFERfPg8n8j47s0piZbcWf-bEm21cVUI7eF7JW9H5s0CAtMKmF2z5xEHktvudIzKCdKshogScHI8CWhwbxHaVw.jpeg,/cars/ferrari/f40/1988/452567,/cars/ferrari/f40/452567,264N — The ex David Gilmour 1988 Ferrari F40 Berlinetta,0,Not Sold,0,Not Sold,0,Not Sold,F58 SBF,https://cars.bonhams.com/auction/24120/lot/264/the-ex-david-gilmour1988-ferrari-f40-berlinetta-chassis-no-zffg734b000078036/,1988,https://www.theclassicvaluer.com,Not Sold
24th Jun 2017,RM Sotheby's • Santa Monica,RM Sotheby's,United States,Santa Monica,93065,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/eJLRTe6u-AA_yVt4fg2WmCHs8G_vC1WIen2BIbGrx0ikdB8_QSqSt0QNmx6WzTrv4J7LR-N1lIwVaM_duHqGpg.jpeg,/cars/ferrari/f40/1992/126722,/cars/ferrari/f40/126722,1992 Ferrari F40,856529,"€856,529",752075,"£752,075",957000,"$957,000",,https://rmsothebys.com/en/auctions/ca17/santa-monica/lots/r0005-1992-ferrari-f40/565043,1992,https://www.theclassicvaluer.com,Sold
4th Jun 2017,Bonhams • Greenwich Concours d'Elegance Auction,Bonhams,United States,Greenwich Concours d'Elegance Auction,ZFFGJ34B000084539,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/kxOS1lydyerS_wTfJHf7Ms5OcFD4KnLZAjsENTaLKoxTKhCqNZtD6dxTzvHHV8RnVXWssPFGUEPMnBZdfs2_Eg.jpeg,/cars/ferrari/f40/1990/126688,/cars/ferrari/f40/126688,1990 Ferrari F40,784523,"€784,523",684638,"£684,638",880000,"$880,000",,https://www.bonhams.com/auctions/24143/lot/164/?category=list&length=10000&page=1,1990,https://www.theclassicvaluer.com,Sold
27th May 2017,RM Sotheby's • Villa Erba,RM Sotheby's,Italy,Villa Erba,ZFFGJ34B000085749,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Ez9d84TIIwt9hKPUKXh1EYqoVWzWA8PWgCFnpXVFNucl_mSNAdPjoU60tUpRV0rXpTMxcepUbU7p6_zmwdyb9A.jpeg,/cars/ferrari/f40/1990/126691,/cars/ferrari/f40/126691,1990 Ferrari F40,1064000,"€1,064,000",927702,"£927,702",1191254,"$1,191,254",,https://rmsothebys.com/en/auctions/ve17/villa-erba/lots/r163-1990-ferrari-f40/430619,1990,https://www.theclassicvaluer.com,Sold
10th Mar 2017,Gooding & Co • The Amelia Island Auction 2017,Gooding & Co,United States,The Amelia Island Auction 2017,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/gpGjt4jtH0Ad57p8KBCLm5DkTdiJ46I4mXlIs8CXWfvdAwE_jwve5aj_z-6KAG2xj64mUfeDLsJokGT8-PVYQA.jpeg,/cars/ferrari/f40/1990/368012,/cars/ferrari/f40/368012,1990 Ferrari F40,1409855,"€1,409,855",1.206131e+06,"£1,206,131",1485000,"$1,485,000",,https://www.goodingco.com/#428041990ferrarif40,1990,https://www.theclassicvaluer.com,Sold
8th Feb 2017,RM Sotheby's • Paris,RM Sotheby's,France,Paris,ZFFGJ34B000080747,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/ahQHX0Zr16p9NdfVD9Pyae0jcAct5CTJ4Hl6QixBrvOCDmYLgZFwLEhe9Jkc_UQrr5momPrWwB7o3pjC5oYzIg.jpeg,/cars/ferrari/f40/1989/126675,/cars/ferrari/f40/126675,1989 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://rmsothebys.com/en/auctions/pa17/paris/lots/r149-1989-ferrari-f40/412129,1989,https://www.theclassicvaluer.com,Not Sold
20th Jan 2017,RM Sotheby's • Arizona,RM Sotheby's,United States,Arizona,ZFFMN34A9L0086678,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/5YIC0_cMHHTgSbCzCZb86fIdzZDuJowIzeQuZyQWmhqeDfjpgoKyd0WVchADPKf2XnFH1UkWRe3V8t0mL8xqYQ.jpeg,/cars/ferrari/f40/1990/126694,/cars/ferrari/f40/126694,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,2ULR999,https://rmsothebys.com/en/auctions/az17/arizona/lots/r270-1990-ferrari-f40/411865,1990,https://www.theclassicvaluer.com,Not Sold
27th Nov 2016,RM Sotheby's • Duemila Ruote,RM Sotheby's,Italy,Duemila Ruote,ZFFGJ34B000091464,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/mCVBZpj7dJCqhAQ-aGioYM5mkct6sX1seldlKhOVgXFgFDmE1VqBIEiiofb92sZA2Iv1MCRI4gTgohFzThWCEA.jpeg,/cars/ferrari/f40/1992/126724,/cars/ferrari/f40/126724,1992 Ferrari F40,1030400,"€1,030,400",895359,"£895,359",1112724,"$1,112,724",M-WW 8833,https://rmsothebys.com/en/auctions/tv16/duemila-ruote/lots/r1006-1992-ferrari-f40/405587,1992,https://www.theclassicvaluer.com,Sold
7th Sep 2016,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,ZFFGJ34B000089028,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/wHxhlPQi5aqbXbp7qJJj5bWPdFR2gVFaZb_n0uYPLh6LutnkjGLfPsjo8xUaFYx00YPbniDeepJWXSHo6dQnAA.jpeg,/cars/ferrari/f40/1990/126684,/cars/ferrari/f40/126684,1990 Ferrari F40,1084302,"€1,084,302",924000,"£924,000",1215720,"$1,215,720",,https://rmsothebys.com/en/auctions/lf16/london/lots/r111-1990-ferrari-f40/379220,1990,https://www.theclassicvaluer.com,Sold
20th Aug 2016,RM Sotheby's • Monterey,RM Sotheby's,United States,Monterey,ZFFGJ34B000087123,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/WFGtbW9IZh5eUcpEJylQ_MjcA5MaO_mFcd8SX-clLE2SsOAFA7VfCSi_g4aGjSMpkNL9RhDTqMCoaWGz9OZlWA.jpeg,/cars/ferrari/f40/1990/126693,/cars/ferrari/f40/126693,1990 Ferrari F40,1116899,"€1,116,899",966531,"£966,531",1265000,"$1,265,000",,https://rmsothebys.com/en/auctions/mo16/monterey/lots/r206-1990-ferrari-f40/381821,1990,https://www.theclassicvaluer.com,Sold
19th Aug 2016,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFGJ34B000079763,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/PmM9hq-3og8ZXklebfBBw77krNtJrfjZrb08PrSIwRB-lpx5itHi5xv-2Nw3hWJPchqJVlr_gLpYbe8ARU_MdA.jpeg,/cars/ferrari/f40/1989/126674,/cars/ferrari/f40/126674,1989 FERRARI F40,1019778,"€1,019,778",882485,"£882,485",1155000,"$1,155,000",,https://www.bonhams.com/auctions/23425/lot/90/?category=list&length=10000&page=1,1989,https://www.theclassicvaluer.com,Sold
18th Aug 2016,Mecum • Monterey 2016,Mecum,United States,Monterey 2016,ZFFMN34A0L0085788,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/B0hA6GC3V4CEjl2CkjSiGzV5ucJ_vfKcZ5NDpq75iqNjNRu5mJliuKxGCTtVxewXW-RLkruFhe2eFKACzOCBPg.jpeg,/cars/ferrari/f40/1990/263241,/cars/ferrari/f40/263241,1990 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.mecum.com/lots/261690/1990-ferrari-f40/,1990,https://www.theclassicvaluer.com,Not Sold
5th Jun 2016,Bonhams • Greenwich Concours d'Elegance Auction,Bonhams,United States,Greenwich Concours d'Elegance Auction,ZFFGJ34B000080727,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/qV_v7ofiRSUYjYWaN2utb4d7qYCRk2dWfVaT7vtzDKzXknv2w1bbwz_Vi-D1EPtjQ8vNXJFZkmMQPrcruNhq1w.jpeg,/cars/ferrari/f40/1989/126673,/cars/ferrari/f40/126673,1989 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.bonhams.com/auctions/23513/lot/10/?category=list&length=10000&page=1,1989,https://www.theclassicvaluer.com,Not Sold
4th Feb 2016,Bonhams • Les Grandes Marques du Monde au Grand Palais,Bonhams,France,Les Grandes Marques du Monde au Grand Palais,ZFFGJ34B000087784,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/TGGvtor8gSVCZY4ZI2K5ugUWmuDdqQGMKZKWPT42VxDV7Ts4rKVO1hAsZdKzuNVzNaZA5oqvAW1TjI-1Dq0V5Q.jpeg,/cars/ferrari/f40/1990/126692,/cars/ferrari/f40/126692,Ferrari F40 Berlinetta 1990,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.bonhams.com/auctions/23262/lot/336/?category=list&length=10000&page=1,1990,https://www.theclassicvaluer.com,Not Sold
3rd Feb 2016,RM Sotheby's • Paris,RM Sotheby's,France,Paris,ZFFGJ34B000080161,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/IIm4t7ZUuuw7bn0dl8KhLqf9gqJDjbW6RQQiEhKzZV1oKsej-3c8YKT2-spBUeFSy0gemIQo0Uf-0f0nn9z8Xg.jpeg,/cars/ferrari/f40/1989/126672,/cars/ferrari/f40/126672,1989 Ferrari F40,1036000,"€1,036,000",780419,"£780,419",1132659,"$1,132,659",,https://rmsothebys.com/en/auctions/pa16/paris/lots/r108-1989-ferrari-f40/175219,1989,https://www.theclassicvaluer.com,Sold
29th Jan 2016,Gooding & Co • The Scottsdale Auctions 2016,Gooding & Co,United States,The Scottsdale Auctions 2016,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/oDcr5SnIkQ3eF_3kFBoIQTSFzUWW4l7pE8_iF8Kq9mldi8fSZtlVzUljzgeTVa7EdozliljjFpkylbWDYWh4tQ.jpeg,/cars/ferrari/f40/1990/368013,/cars/ferrari/f40/368013,1990 Ferrari F40,1409479,"€1,409,479",1.034487e+06,"£1,034,487",1534500,"$1,534,500",,https://www.goodingco.com/#423981990ferrarif40,1990,https://www.theclassicvaluer.com,Sold
14th Oct 2015,H&H Auctioneers • Imperial War Museum Duxford,H&H Auctioneers,United Kingdom,Imperial War Museum Duxford,091573,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/60F5a4kf_iP-YXoS7mzXTrbI_ScYnhtmKmNG0TXnK_lbrJNPmn6QsSF4fZqjVBiYZNUx7xkMwtpvJ2qfZ8v4JA.jpeg,/cars/ferrari/f40/1991/126711,/cars/ferrari/f40/126711,1991 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,J702FGN,https://www.handh.co.uk/auction/lot/lot-127---1991-ferrari-f40/?lot=7537&so=0&st=&sto=0&au=365&ef=&et=&ic=False&sd=1&mc=4&pp=48&pn=3&g=1,1991,https://www.theclassicvaluer.com,Not Sold
12th Sep 2015,Bonhams • Goodwood Revival,Bonhams,United Kingdom,Goodwood Revival,ZFFGJ34B00093779,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/TP4wGTlu9Yk1xHRbsyczMVu9zG13e_Jo23LtKq86bsDOz25kWDCYwiM_igCn9PrfbWTTKlmxTye-X0bDIHESZQ.jpeg,/cars/ferrari/f40/1993/449981,/cars/ferrari/f40/449981,329 — 1993 Ferrari F40 Berlinetta Coachwork by Pininfarina Registration no. K63 JRP Chassis no. ZFFGJ34B00093779 Engine no. 31221,0,Not Sold,0,Not Sold,0,Not Sold,K63 JRP,https://cars.bonhams.com/auction/22725/lot/329/1993-ferrari-f40-berlinetta-chassis-no-zffgj34b00093779-engine-no-31221/,1993,https://www.theclassicvaluer.com,Not Sold
7th Sep 2015,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,93256,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/gKmKKEZGQGV57O2bUW2bpx8PoVcfLV3g2BlxdNA-m6xjJlMRbrliylxYVe42W6YlqVdmJtvWNwFzSxAD75DYDw.jpeg,/cars/ferrari/f40/1992/126725,/cars/ferrari/f40/126725,1992 Ferrari F40,1157801,"€1,157,801",845600,"£845,600",1290485,"$1,290,485",,https://rmsothebys.com/en/auctions/lf15/london/lots/r118-1992-ferrari-f40/180926,1992,https://www.theclassicvaluer.com,Sold
15th Aug 2015,Gooding & Co • Pebble Beach 2015,Gooding & Co,United States,Pebble Beach 2015,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/1-zhME5rGHjOVXyRUx_K0-B0xwJdL1xMB-9TRWc3FkxQmKX88CSEQ2dLgctU3xhiiRldB0ztnjoKD9ROphpZSQ.jpeg,/cars/ferrari/f40/1992/368058,/cars/ferrari/f40/368058,1992 Ferrari F40,1253761,"€1,253,761",882773,"£882,773",1375000,"$1,375,000",,https://www.goodingco.com/#422311992ferrarif40,1992,https://www.theclassicvaluer.com,Sold
14th Aug 2015,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFMN34A5L0087200,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/XuK1RqNjf4smNrraMKgNHkkvjBKXnsnEUj39xmYuFQyo5Q2gvOw-n_oDegxY_T130jqMWH11dHeKJq0ym_9_dw.jpeg,/cars/ferrari/f40/1990/452628,/cars/ferrari/f40/452628,78 — Offered from the Tony Hart Collection 1990 FERRARI F40,1128385,"€1,128,385",794496,"£794,496",1237500,"$1,237,500",,https://cars.bonhams.com/auction/22792/lot/78/offered-from-the-tony-hart-collection1990-ferrari-f40-chassis-no-zffmn34a5l0087200-engine-no-24145/,1990,https://www.theclassicvaluer.com,Sold
13th Aug 2015,Mecum • Monterey 2015,Mecum,United States,Monterey 2015,ZFFGJ34B000080727,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/gg5ADT28jyxi3Nj8KeZ4sE4rbs9UJzXOSXNaOms2misFPW1xhCiJPlI-8NW-hj0ta8CkI3uVxWoduRTBbeVzCw.jpeg,/cars/ferrari/f40/1989/297070,/cars/ferrari/f40/297070,1989 Ferrari F40,1153460,"€1,153,460",812151,"£812,151",1265000,"$1,265,000",,https://www.mecum.com/lots/219894/1989-ferrari-f40/,1989,https://www.theclassicvaluer.com,Sold
8th Aug 2015,COYS • “43rd Oldtimer Grand Prix” 2015,COYS,Germany,“43rd Oldtimer Grand Prix” 2015,ZFFGJ34B000093796,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/WF2AcrzaJJqGrdpEBv8t3e6Qg4Ed03zK5TTNc7XiUvn_juJXtSTnqMcrWPDVVsbjel_bJT9F7CyHD5p3R3E88A.jpeg,/cars/ferrari/f40/1992/126726,/cars/ferrari/f40/126726,1992 Ferrari F40,1224923,"€1,224,923",863693,"£863,693",1340188,"$1,340,188",,https://www.coys.co.uk/cars/1992-ferrari-f40,1992,https://www.theclassicvaluer.com,Sold
22nd Jun 2015,Artcurial • Automobiles sur les Champs 8,Artcurial,France,Automobiles sur les Champs 8,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/FrM-PPZYSlc20oooRBkb6wNIfEdvXQkcrrg9jA5MEB4DsZmIJYa_sykJFhGGx4J-Vmq04UO6P3x760fqsZ5mig.jpeg,/cars/ferrari/f40/1991/228476,/cars/ferrari/f40/228476,1991 Ferrari F40,1013200,"€1,013,200",728744,"£728,744",1108846,"$1,108,846",,https://www.artcurial.com/en/lot-1991-ferrari-f40-2769-11,1991,https://www.theclassicvaluer.com,Sold
23rd May 2015,RM Sotheby's • Villa Erba,RM Sotheby's,Italy,Villa Erba,ZFFGJ34B000089693,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/g1MKU3rlnQCvSLxHAYenJzAjPURjuzT83L9duUqXd6dlcN8SYsk36nEBYyvST8W7Yb4eK7uhGOwyzTDZyeEqBw.jpeg,/cars/ferrari/f40/1991/126710,/cars/ferrari/f40/126710,1991 Ferrari F40,1008000,"€1,008,000",719510,"£719,510",1125331,"$1,125,331",,https://rmsothebys.com/en/auctions/ve15/villa-erba/lots/r107-1991-ferrari-f40/180368,1991,https://www.theclassicvaluer.com,Sold
13th Mar 2015,Gooding & Co • The Amelia Island Auction 2015,Gooding & Co,United States,The Amelia Island Auction 2015,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/kn5KL4oYmXaXdBqCLLC8Mj3ibX8HlHv27o-dbPv1jVP0n2O934_-uETJZ_8Oltn8THjdMQ0p75FRIpBD0ZGBfA.jpeg,/cars/ferrari/f40/1991/368004,/cars/ferrari/f40/368004,1991 Ferrari F40,1443505,"€1,443,505",1.050583e+06,"£1,050,583",1622500,"$1,622,500",,https://www.goodingco.com/#420761991ferrarif40,1991,https://www.theclassicvaluer.com,Sold
12th Mar 2015,Bonhams • The Amelia Island Auction,Bonhams,United States,The Amelia Island Auction,ZFFMN34A1N0093627,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/mL5ToYxe3zvtT88VYGg6Bv-vzH9UkNYvrPEOYE38BUrc50-JVtTwG127vwlwjViyrhgBZ9MFQxylhqmEhJA2UA.jpeg,/cars/ferrari/f40/1992/412359,/cars/ferrari/f40/412359,The last US-specification example built 1992 FERRARI F40,991993,"€991,993",721972,"£721,972",1115000,"$1,115,000",,https://cars.bonhams.com/auction/22530/lot/165/the-last-us-specification-example-built1992-ferrari-f40-vin-zffmn34a1n0093627-engine-no-31130/,1992,https://www.theclassicvaluer.com,Sold
5th Feb 2015,Bonhams • Les Grandes Marques du Monde au Grand Palais,Bonhams,France,Les Grandes Marques du Monde au Grand Palais,ZFFGJ34B000084052,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/pi270HnCvexXsGaBOAUzTq3d9yyZXBW4bpUloBNsdYOEAtobBOPEBeYnsFrLxpM6MWgqbGjLFW7sTd3VNUleVg.jpeg,/cars/ferrari/f40/1990/451887,/cars/ferrari/f40/451887,Ferrari F40 Berlinetta 1990,724500,"€724,500",544172,"£544,172",819047,"$819,047",G985 KOG,https://cars.bonhams.com/auction/22528/lot/363/ferrari-f40-berlinetta-1990/,1990,https://www.theclassicvaluer.com,Sold
4th Feb 2015,RM Sotheby's • Paris,RM Sotheby's,France,Paris,ZFFGJ348000087990,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/y1mAns3-RdjfQobA37x-KPnafvZNgeWjdPKcQ9uTYsRITIctQ9FaFyqBF8oaAv7utejrLi5Ud84_LVJob4t3IA.jpeg,/cars/ferrari/f40/1990/125261,/cars/ferrari/f40/125261,1990 Ferrari F40,1176000,"€1,176,000",883882,"£883,882",1346050,"$1,346,050",,https://rmsothebys.com/en/auctions/pa15/paris/lots/r149-1990-ferrari-f40/181500,1990,https://www.theclassicvaluer.com,Sold
17th Jan 2015,Barrett Jackson • Scottsdale 2015,Barrett Jackson,United States,Scottsdale 2015,ZFFMN34A2M0087589,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/i51PbQnxGQxN1qOGk0eM9xgHI2V5M8QoWrojugtTs8F7QJwxCFiWLXXuB3_c0GjTorppX-8MnPHPJ3cjWVXvlw.jpeg,/cars/ferrari/f40/1991/209182,/cars/ferrari/f40/209182,1991 FERRARI F40,530022,"€530,022",412834,"£412,834",643500,"$643,500",,https://www.barrett-jackson.com/Events/Event/Details/1991-FERRARI-F40-181457,1991,https://www.theclassicvaluer.com,Sold
17th Jan 2015,Barrett Jackson • Scottsdale 2015,Barrett Jackson,United States,Scottsdale 2015,ZFFGJ34B000080727,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/dL2xzOEHx29o6k8F0ILvmDBxpaLXuVb99ejbtMHkMxhLP91PAViilX0S9HUnbZf60K-Oz0ZUlgp6zdT1_oFg1w.jpeg,/cars/ferrari/f40/1989/209184,/cars/ferrari/f40/209184,1989 FERRARI F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.barrett-jackson.com/Events/Event/Details/1989-FERRARI-F40-180537,1989,https://www.theclassicvaluer.com,Not Sold
16th Jan 2015,RM Sotheby's • Arizona,RM Sotheby's,United States,Arizona,ZFFMN34A7L0086954,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/bt31PM6LyrfdvkaZC7hmN2WjjRtC-I0imbSr3b0QvZrnxfUK5Zl71B0JajjD0nBCedwAp1rGJ2T5I72P9c6zpQ.jpeg,/cars/ferrari/f40/1990/126698,/cars/ferrari/f40/126698,1990 Ferrari F40,1091647,"€1,091,647",833690,"£833,690",1265000,"$1,265,000",,https://rmsothebys.com/en/auctions/az15/arizona/lots/r138-1990-ferrari-f40/181455,1990,https://www.theclassicvaluer.com,Sold
10th Oct 2014,Bonhams • The Zoute Sale,Bonhams,Belgium,The Zoute Sale,ZFFGJ34B000080022,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/rJRqal2LuitoB_etN8eSZ-knNMF5WCZBBotBFMm5D8bTtYIi-88jA3w45V3x74dvbj3nw3ACnlxzM30ZevF4NQ.jpeg,/cars/ferrari/f40/1989/451983,/cars/ferrari/f40/451983,1989 Ferrari F40 Berlinetta Chassis no. ZFFGJ34B000080022 Engine no. 16148,690000,"€690,000",536958,"£536,958",869607,"$869,607",301 BXT 59,https://cars.bonhams.com/auction/21908/lot/19/the-ex-nigel-mansell-ferrari-classiche-certified1989-ferrari-f40-berlinetta-chassis-no-zffgj34b000080022-engine-no-16148/,1989,https://www.theclassicvaluer.com,Sold
13th Sep 2014,Bonhams • Goodwood Revival,Bonhams,United Kingdom,Goodwood Revival,ZFFGJ34B000089460,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/9DTXY4qb_7sZS-UseWJieoZ7OY6lLL6AXVk7TQQxWfY1rzYs-7f_zupkNWTkISaxRTntK3Gq-_eChFoA4IxTsw.jpeg,/cars/ferrari/f40/1991/451999,/cars/ferrari/f40/451999,209* — 1991 Ferrari F40 Berlinetta Coachwork by Carrozzeria Scaglietti Registration no. Not registered in the UK Chassis no. ZFFGJ34B000089460,802657,"€802,657",634300,"£634,300",1054130,"$1,054,130",,https://cars.bonhams.com/auction/21907/lot/209/1991-ferrari-f40-berlinetta-chassis-no-zffgj34b000089460/,1991,https://www.theclassicvaluer.com,Sold
8th Sep 2014,RM Sotheby's • London,RM Sotheby's,United Kingdom,London,ZFFGJ34B000080747,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/_yDeQyW_5iuJaAm1dbPyfLmCmxfPW4KAYGGQNHDjB5UXQ7fX7DiIhP5guJXrHMg8EOhiXGWHlQ0WxE4iRxa49Q.jpeg,/cars/ferrari/f40/1989/126677,/cars/ferrari/f40/126677,1989 Ferrari F40,949212,"€949,212",761600,"£761,600",1228944,"$1,228,944",,https://rmsothebys.com/en/auctions/lf14/london/lots/r120-1989-ferrari-f40/181253,1989,https://www.theclassicvaluer.com,Sold
4th Sep 2014,Silverstone Auctions • The Salon Privé Sale 2014,Silverstone Auctions,United Kingdom,The Salon Privé Sale 2014,ZFFGJ34B000088446,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/vQeq49TKNop8riwtzg4KT7CfOnE3tDsv8LpPZa033ZEXyOyfPOWEfmKUyTnmjv8JHfpdeJPLhvF10JpHvKUJ-w.jpeg,/cars/ferrari/f40/1991/126713,/cars/ferrari/f40/126713,1991 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,H470 JLF,https://www.silverstoneauctions.com/events/2014-auctions/the-salon-prive-sale-2014/the-salon-priva-C-sale-2014-sale/the-salon-priva-C-sale-2014-sale-session/1991-ferrari-f40,1991,https://www.theclassicvaluer.com,Not Sold
16th Aug 2014,Gooding & Co • Pebble Beach 2014,Gooding & Co,United States,Pebble Beach 2014,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Oq1Diefcg7a7fuZRKyEFfHrjFFrGrZflh8mtRW92P8XS5Z3aZWAaHXj-ukgSrQuP8JOu4NtX3EoGRwjy6tbRKg.jpeg,/cars/ferrari/f40/1990/368161,/cars/ferrari/f40/368161,1990 Ferrari F40,985442,"€985,442",784511,"£784,511",1320000,"$1,320,000",,https://www.goodingco.com/#418671990ferrarif40,1990,https://www.theclassicvaluer.com,Sold
15th Aug 2014,Bonhams • Quail Lodge Auction,Bonhams,United States,Quail Lodge Auction,ZFFMN34AXM0089767,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Jl2evsSH23scPlvb4wXrpq4yByQl866QyGVBNJLbdgEa6N4R7TZiz9oqsEPKI-3i9yTOI7UBKCaHaWq9ncVZDQ.jpeg,/cars/ferrari/f40/1991/452531,/cars/ferrari/f40/452531,263 — 1991 FERRARI F40 Coachwork by Pininfarina VIN. ZFFMN34AXM0089767 Engine no. 27523,1067563,"€1,067,563",849887,"£849,887",1430000,"$1,430,000",,https://cars.bonhams.com/auction/21917/lot/263/1991-ferrari-f40-vin-zffmn34axm0089767-engine-no-27523/,1991,https://www.theclassicvaluer.com,Sold
